# src dest weight
180 353 362.84201
181 184 67.2976
181 180 87.672203
181 185 259.46701
181 186 210.40199
182 129 162.27
182 179 390.13599
182 125 485.16101
182 183 412.707
183 182 412.707
183 188 397.78101
183 186 244.315
183 189 464.10199
184 181 67.2976
184 187 266.72501
185 181 259.46701
185 354 104.52
186 181 210.40199
186 183 244.315
187 188 477.79999
187 184 266.72501
187 264 464.46701
188 187 477.79999
188 183 397.78101
188 265 440.33301
188 125 400.888
189 179 431.319
189 280 139.786
189 298 383.01401
189 183 464.10199
190 191 161.63699
190 204 82.692596
190 202 436.871
191 192 105.394
191 193 182.8
191 190 161.63699
192 191 105.394
192 204 78.645302
192 283 354.026
193 191 182.8
193 194 291.42401
194 195 159.21419
194 193 291.42401
195 108 31.741377
195 196 21.293219
195 194 159.21419
196 197 22.717361
197 108 42.058605
197 111 60.91996
197 287 71.917152
198 199 355.98053
198 288 43.260601
199 198 355.98053
199 382 9000
200 201 116.472
200 307 217.299
200 306 120.573
201 200 116.472
201 203 107.154
202 203 220.082
202 190 436.871
203 202 220.082
203 201 107.154
204 205 265.74899
204 206 329.40701
204 192 78.645302
204 190 82.692596
205 204 265.74899
205 211 169.659
206 204 329.40701
206 207 388.60101
206 284 52.1479
206 285 136.735
207 206 388.60101
207 208 424.52802
208 207 424.52802
208 209 267.29199
208 307 304.827
208 313 278.15799
208 309 485.76599
209 208 267.29199
209 210 144.862
210 209 144.862
210 211 119.001
211 205 169.659
211 210 119.001
212 159 336.004
212 155 168.771
213 214 129.533
213 351 56.289001
213 366 59.641602
213 215 95.194199
214 217 68.832199
214 213 129.533
215 216 78.730598
215 213 95.194199
215 379 65.012199
216 214 97.614403
217 214 68.832199
217 225 74.275803
218 219 36.245998
218 220 97.4925
218 381 10900
219 218 36.245998
219 224 127.613
220 223 74.273598
381 218 10900
221 222 104.941
221 352 76.292503
221 225 82.399101
222 221 104.941
222 226 606.96503
223 379 206.467
224 155 422.379
224 219 127.613
225 217 74.275803
225 221 82.399101
226 222 606.96503
226 291 196.41701
227 228 29.122601
227 229 29.169201
227 157 52.7854
228 173 259.5
228 227 29.122601
229 231 26.742901
229 227 29.169201
230 159 86.501701
230 231 83.891197
231 230 83.891197
231 229 26.742901
232 233 12.962175
233 236 22.535534
234 232 38.39896
234 239 157.46611
234 288 36.554859
235 198 29.2215
236 237 14.296999
237 238 39.758087
238 111 17.380449
239 57 785.60602
239 47 294.763
239 282 444.59399
239 234 157.46611
240 52 59.376122
240 241 42.758228
240 68 290.13644
241 242 43.188961
241 100 49.072773
242 243 57.76757
243 370 65.33374
244 245 79.8172
244 74 65.035599
245 244 79.8172
245 246 91.124199
245 78 194.933
246 72 293.72198
246 245 91.124199
246 247 325.61899
246 249 288.901
247 246 325.61899
247 24 286.203
247 40 293.46112
247 63 255.85327
248 78 290.17001
248 249 290.47339
248 17 205.034
249 246 288.901
249 248 290.47339
249 24 324.02774
249 30 203.022
250 21 88.5541
250 26 454.26501
250 31 218.464
251 252 447.694
251 28 113.77
252 253 367.815
252 254 312.97778
252 251 447.694
253 1 234.49626
253 252 367.815
254 252 312.97778
254 1 357.17001
254 26 531.02264
255 138 429.39001
255 256 199.48381
256 148 225.2657
256 255 199.48381
257 7 80.038849
257 258 62.133972
258 257 62.133972
258 259 67.841789
259 258 67.841789
259 260 280.98444
260 261 36.531612
260 259 280.98444
261 262 232.71684
261 260 36.531612
262 261 232.71684
262 263 134.21246
263 262 134.21246
263 3 105.35198
264 265 531.33398
264 187 464.46701
264 291 78.419998
264 292 56.0424
265 188 440.33301
265 264 531.33398
265 149 263.177
266 166 122.959
266 375 101.974
267 153 78.284302
267 152 187.222
268 269 125.594
268 374 124.619
269 270 105.645
269 268 125.594
270 269 105.645
270 380 15.168
271 272 242.528
271 293 64.788399
271 292 73.785202
272 277 126.269
272 271 242.528
273 149 125.067
273 274 139.64799
274 273 139.64799
274 275 278.28601
275 141 85.102898
275 274 278.28601
276 141 175.19
276 279 56.178299
277 272 126.269
277 178 203.14101
278 178 149.319
278 279 66.442101
279 278 66.442101
279 276 56.178299
280 47 435.05099
280 281 382.97501
280 189 139.786
280 282 281.29199
281 280 382.97501
281 298 149.453
281 285 142.32401
282 283 323.686
282 239 444.59399
282 280 281.29199
283 284 14.1776
283 282 323.686
283 192 354.026
284 206 52.1479
284 283 14.1776
285 284 145.248
285 281 142.32401
286 239 197.38582
286 287 14.607692
287 197 71.917152
287 286 14.607692
288 289 21.965521
288 198 43.260601
288 234 36.554859
289 290 17.54073
290 286 19.396505
291 226 196.41701
291 264 78.419998
292 264 56.0424
292 271 73.785202
293 294 155.99899
293 271 64.788399
294 293 155.99899
294 173 238.621
295 296 181.605
295 339 80.445602
296 295 181.605
296 297 687.22803
296 298 217.748
297 296 687.22803
297 308 409.34399
297 324 91.741203
297 338 382.784
298 281 149.453
298 296 217.748
298 353 71.886299
298 189 383.01401
382 299 9000
299 382 9000
299 303 198.29965
299 304 500.37408
300 301 232.646
300 302 341.12616
301 305 122.497
301 300 232.646
302 300 341.12616
302 311 74.691849
303 317 313.612
304 299 500.37408
304 327 80.5774
305 301 122.497
305 306 296.741
306 305 296.741
306 200 120.573
307 200 217.299
307 208 304.827
308 309 414.276
308 297 409.34399
309 308 414.276
309 208 485.76599
309 310 479.36499
310 309 479.36499
310 322 25.692301
311 302 74.691849
311 312 57.643986
312 311 57.643986
312 314 65.902985
313 208 278.15799
313 324 74.7024
314 315 115.032
314 312 65.902985
315 314 115.032
315 316 79.9142
316 319 109.233
316 315 79.9142
317 346 91.8451
318 319 153.246
318 325 67.552116
318 326 90.313904
319 318 153.246
319 316 109.233
320 321 375.397
321 316 192.813
322 323 183.929
322 310 25.692301
323 322 183.929
324 313 74.7024
324 297 91.741203
325 345 99.171318
326 318 90.313904
326 327 78.631599
327 326 78.631599
327 304 80.5774
328 329 170.7
328 304 188.246
329 330 148.67799
329 328 170.7
329 320 109.066
329 331 182.465
330 344 67.714401
331 343 190.88499
331 329 182.465
332 333 85.474785
332 334 75.491203
333 342 59.550915
334 329 141.116
335 336 149.3522
336 332 164.68188
336 341 277.50711
337 338 390.147
337 350 76.973297
337 367 48.069901
338 337 390.147
338 297 382.784
339 295 80.445602
339 340 285.70901
340 341 211.286
340 339 285.70901
341 340 211.286
341 336 277.50711
342 343 179.16386
343 331 190.88499
343 366 167.14
343 364 86.561897
344 335 107.46454
345 328 106.87012
346 328 116.098
347 335 56.994389
348 349 72.936798
348 350 41.922401
348 351 55.505798
349 348 72.936798
349 363 49.4972
350 348 41.922401
350 337 76.973297
351 348 55.505798
351 213 56.289001
352 221 76.292503
352 357 204.453
353 180 362.84201
353 358 626.33197
353 298 71.886299
354 355 180.15401
354 185 104.52
355 356 162.828
355 354 180.15401
356 357 158.38
356 355 162.828
357 356 158.38
357 352 204.453
358 353 626.33197
358 359 122.14
359 360 71.613098
359 358 122.14
360 361 215.66499
360 359 71.613098
361 362 58.587502
361 360 215.66499
362 363 387.20099
362 361 58.587502
363 362 387.20099
363 349 49.4972
364 365 61.119328
365 347 57.915882
366 368 102.711
366 343 167.14
366 213 59.641602
367 343 34.660301
368 379 86.500801
369 94 114.63
369 84 30.48844
370 120 129.99231
371 124 184.62399
371 94 123.8002
372 373 66.844902
372 374 274.30801
373 375 87.548401
373 372 66.844902
374 372 274.30801
374 268 124.619
375 266 101.974
375 373 87.548401
376 156 172.263
376 377 131.995
377 376 131.995
377 378 92.249496
378 377 92.249496
378 167 92.050903
379 223 206.467
379 215 65.012199
380 270 15.168
382 199 9000
